task,sample_id,recipe,prompt_strength,gold,prediction,correct,format_target_margin,content_target_margin,format_full_entropy,content_full_entropy,format_dla_curve,content_dla_curve,format_attention_curve,content_attention_curve,prompt_tokens,completion_tokens,format_compliance
gsm8k,1,hash_plain,0.15,3,24,False,1.6875,1.6875,1.3733701705932617,1.3733701705932617,"[4.37241792678833, -1.57733952999115, 1.4483914375305176, 2.8115246295928955, 5.4512200355529785, 2.4435176849365234, 0.9194533824920654, 0.03965580463409424, 3.677659034729004, 8.838479042053223, 9.85365104675293, 5.83989143371582, 10.047018051147461, 13.92014217376709, 10.039412498474121, 12.644488334655762, 16.13644027709961, 13.721532821655273, 18.44407844543457, 17.66390609741211, 21.795955657958984, 22.905559539794922, 24.643966674804688, 24.9553165435791, 23.609100341796875, 23.437528610229492, 24.127208709716797, 23.544219970703125, 20.709026336669922, 22.23006248474121, 22.190715789794922, 27.429927825927734, 54.71455764770508]","[4.37241792678833, -1.57733952999115, 1.4483914375305176, 2.8115246295928955, 5.4512200355529785, 2.4435176849365234, 0.9194533824920654, 0.03965580463409424, 3.677659034729004, 8.838479042053223, 9.85365104675293, 5.83989143371582, 10.047018051147461, 13.92014217376709, 10.039412498474121, 12.644488334655762, 16.13644027709961, 13.721532821655273, 18.44407844543457, 17.66390609741211, 21.795955657958984, 22.905559539794922, 24.643966674804688, 24.9553165435791, 23.609100341796875, 23.437528610229492, 24.127208709716797, 23.544219970703125, 20.709026336669922, 22.23006248474121, 22.190715789794922, 27.429927825927734, 54.71455764770508]","[0.1007080078125, 0.10968017578125, 0.161865234375, 0.8564453125, 0.8818359375, 0.89892578125, 0.8798828125, 0.8740234375, 0.787109375, 0.7509765625, 0.833984375, 0.73828125, 0.72509765625, 0.798828125, 0.64208984375, 0.5087890625, 0.5810546875, 0.66796875, 0.60888671875, 0.615234375, 0.744140625, 0.701171875, 0.73828125, 0.759765625, 0.75341796875, 0.70849609375, 0.734375, 0.8076171875, 0.61962890625, 0.626953125, 0.529296875, 0.396484375]","[0.1007080078125, 0.10968017578125, 0.161865234375, 0.8564453125, 0.8818359375, 0.89892578125, 0.8798828125, 0.8740234375, 0.787109375, 0.7509765625, 0.833984375, 0.73828125, 0.72509765625, 0.798828125, 0.64208984375, 0.5087890625, 0.5810546875, 0.66796875, 0.60888671875, 0.615234375, 0.744140625, 0.701171875, 0.73828125, 0.759765625, 0.75341796875, 0.70849609375, 0.734375, 0.8076171875, 0.61962890625, 0.626953125, 0.529296875, 0.396484375]",52,128,True
gsm8k,1,hash_roomy,0.25,3,3,True,1.90625,1.90625,1.5036709308624268,1.5036709308624268,"[4.37241792678833, -1.5162863731384277, 0.4914199113845825, 2.9280714988708496, 5.733394145965576, 2.434492588043213, 1.6553183794021606, 0.44137752056121826, 4.216388702392578, 8.754228591918945, 8.977206230163574, 5.3534955978393555, 9.703718185424805, 14.146692276000977, 9.644469261169434, 12.105386734008789, 16.39808464050293, 13.722416877746582, 18.728927612304688, 17.45961570739746, 21.712268829345703, 22.51483154296875, 24.109947204589844, 24.619022369384766, 23.243915557861328, 23.180349349975586, 23.99881362915039, 23.29401397705078, 20.520973205566406, 22.101673126220703, 21.902603149414062, 26.60828399658203, 54.54970932006836]","[4.37241792678833, -1.5162863731384277, 0.4914199113845825, 2.9280714988708496, 5.733394145965576, 2.434492588043213, 1.6553183794021606, 0.44137752056121826, 4.216388702392578, 8.754228591918945, 8.977206230163574, 5.3534955978393555, 9.703718185424805, 14.146692276000977, 9.644469261169434, 12.105386734008789, 16.39808464050293, 13.722416877746582, 18.728927612304688, 17.45961570739746, 21.712268829345703, 22.51483154296875, 24.109947204589844, 24.619022369384766, 23.243915557861328, 23.180349349975586, 23.99881362915039, 23.29401397705078, 20.520973205566406, 22.101673126220703, 21.902603149414062, 26.60828399658203, 54.54970932006836]","[0.09552001953125, 0.101806640625, 0.1495361328125, 0.8515625, 0.88671875, 0.8837890625, 0.865234375, 0.86865234375, 0.7763671875, 0.75, 0.81298828125, 0.7392578125, 0.7275390625, 0.78564453125, 0.64794921875, 0.5322265625, 0.55419921875, 0.6455078125, 0.58984375, 0.59228515625, 0.73828125, 0.70361328125, 0.7265625, 0.75439453125, 0.75244140625, 0.693359375, 0.728515625, 0.80126953125, 0.61474609375, 0.58837890625, 0.50927734375, 0.360107421875]","[0.09552001953125, 0.101806640625, 0.1495361328125, 0.8515625, 0.88671875, 0.8837890625, 0.865234375, 0.86865234375, 0.7763671875, 0.75, 0.81298828125, 0.7392578125, 0.7275390625, 0.78564453125, 0.64794921875, 0.5322265625, 0.55419921875, 0.6455078125, 0.58984375, 0.59228515625, 0.73828125, 0.70361328125, 0.7265625, 0.75439453125, 0.75244140625, 0.693359375, 0.728515625, 0.80126953125, 0.61474609375, 0.58837890625, 0.50927734375, 0.360107421875]",54,128,True
gsm8k,1,hash_think,0.45,3,1,False,1.28125,1.28125,2.2902703285217285,2.2902703285217285,"[4.37241792678833, -1.9418798685073853, 0.18171203136444092, 3.162753105163574, 5.957414627075195, 3.321829319000244, 2.4526567459106445, 0.8991724848747253, 5.293365001678467, 8.189933776855469, 8.604113578796387, 6.328342914581299, 11.443075180053711, 12.335565567016602, 7.822477340698242, 10.468992233276367, 13.512852668762207, 10.612818717956543, 16.14081573486328, 16.67920684814453, 17.954856872558594, 17.488113403320312, 20.959169387817383, 22.126869201660156, 21.97166633605957, 21.95928192138672, 22.975051879882812, 21.63480567932129, 19.825336456298828, 20.547494888305664, 21.917320251464844, 26.26052474975586, 53.48457336425781]","[4.37241792678833, -1.9418798685073853, 0.18171203136444092, 3.162753105163574, 5.957414627075195, 3.321829319000244, 2.4526567459106445, 0.8991724848747253, 5.293365001678467, 8.189933776855469, 8.604113578796387, 6.328342914581299, 11.443075180053711, 12.335565567016602, 7.822477340698242, 10.468992233276367, 13.512852668762207, 10.612818717956543, 16.14081573486328, 16.67920684814453, 17.954856872558594, 17.488113403320312, 20.959169387817383, 22.126869201660156, 21.97166633605957, 21.95928192138672, 22.975051879882812, 21.63480567932129, 19.825336456298828, 20.547494888305664, 21.917320251464844, 26.26052474975586, 53.48457336425781]","[0.0826416015625, 0.09344482421875, 0.130126953125, 0.8544921875, 0.88427734375, 0.86083984375, 0.8515625, 0.8310546875, 0.70166015625, 0.7119140625, 0.81201171875, 0.74462890625, 0.77685546875, 0.7578125, 0.623046875, 0.548828125, 0.52001953125, 0.5537109375, 0.51806640625, 0.55615234375, 0.671875, 0.6279296875, 0.6591796875, 0.70068359375, 0.65576171875, 0.64892578125, 0.67822265625, 0.72607421875, 0.5615234375, 0.505859375, 0.320068359375, 0.2391357421875]","[0.0826416015625, 0.09344482421875, 0.130126953125, 0.8544921875, 0.88427734375, 0.86083984375, 0.8515625, 0.8310546875, 0.70166015625, 0.7119140625, 0.81201171875, 0.74462890625, 0.77685546875, 0.7578125, 0.623046875, 0.548828125, 0.52001953125, 0.5537109375, 0.51806640625, 0.55615234375, 0.671875, 0.6279296875, 0.6591796875, 0.70068359375, 0.65576171875, 0.64892578125, 0.67822265625, 0.72607421875, 0.5615234375, 0.505859375, 0.320068359375, 0.2391357421875]",63,128,True
gsm8k,1,hash_xml_think,0.7,3,3,True,-10.0625,-5.375,0.2130899876356125,0.2130899876356125,"[2.6263463497161865, 4.613826751708984, 5.358739376068115, 2.3419618606567383, 3.7779319286346436, 5.035282611846924, 4.612505912780762, 6.282125473022461, 5.268425464630127, 5.648210525512695, 6.578595161437988, 4.749361038208008, 5.31289005279541, 7.9959187507629395, 8.469505310058594, 7.636814117431641, 10.821584701538086, 5.525610446929932, 10.993623733520508, 11.985958099365234, 16.088258743286133, 14.67064094543457, 14.843750953674316, 9.258480072021484, 12.538554191589355, 13.182578086853027, 16.098480224609375, 16.62782096862793, 14.32889461517334, 13.255655288696289, 15.147143363952637, 17.149311065673828, 44.971641540527344]","[2.4743459224700928, 1.0813381671905518, 1.8984198570251465, 3.1711313724517822, 2.4115169048309326, 2.049745798110962, 0.23167479038238525, 1.4189667701721191, 3.1167755126953125, 3.104581832885742, 3.024343967437744, 2.6290485858917236, 1.895005226135254, 4.276488304138184, 5.365127086639404, 5.404141902923584, 5.570714950561523, 3.9118340015411377, 9.185311317443848, 12.530508041381836, 13.188355445861816, 13.705562591552734, 16.39940643310547, 18.32776641845703, 17.364295959472656, 19.05853271484375, 18.284215927124023, 20.021684646606445, 19.125513076782227, 16.390045166015625, 18.627717971801758, 20.647293090820312, 48.85078430175781]","[0.067626953125, 0.08062744140625, 0.06781005859375, 0.80859375, 0.8115234375, 0.79296875, 0.71337890625, 0.67724609375, 0.703125, 0.5546875, 0.68505859375, 0.51025390625, 0.4814453125, 0.6484375, 0.48828125, 0.419677734375, 0.440185546875, 0.5205078125, 0.603515625, 0.5146484375, 0.72265625, 0.70263671875, 0.6044921875, 0.65869140625, 0.72509765625, 0.62158203125, 0.673828125, 0.6806640625, 0.5576171875, 0.43994140625, 0.2783203125, 0.2203369140625]","[0.067626953125, 0.08062744140625, 0.06781005859375, 0.80859375, 0.8115234375, 0.79296875, 0.71337890625, 0.67724609375, 0.703125, 0.5546875, 0.68505859375, 0.51025390625, 0.4814453125, 0.6484375, 0.48828125, 0.419677734375, 0.440185546875, 0.5205078125, 0.603515625, 0.5146484375, 0.72265625, 0.70263671875, 0.6044921875, 0.65869140625, 0.72509765625, 0.62158203125, 0.673828125, 0.6806640625, 0.5576171875, 0.43994140625, 0.2783203125, 0.2203369140625]",79,129,False
gsm8k,1,hash_selfcheck,0.85,3,3,True,-9.375,-3.375,0.9200135469436646,0.9200135469436646,"[2.6263463497161865, 4.419170379638672, 5.074345111846924, 2.2388882637023926, 3.688481092453003, 5.750607013702393, 4.2812180519104, 5.835944175720215, 6.243362903594971, 6.668163299560547, 8.276554107666016, 3.729269027709961, 4.725759983062744, 7.758414268493652, 7.6406731605529785, 8.006378173828125, 10.852941513061523, 5.927614212036133, 10.740541458129883, 11.264557838439941, 14.00976276397705, 12.949792861938477, 13.76951789855957, 7.225343704223633, 10.728399276733398, 11.44137191772461, 15.787175178527832, 16.911235809326172, 14.178251266479492, 12.380088806152344, 14.860313415527344, 16.343111038208008, 43.329105377197266]","[2.4743459224700928, 1.1189730167388916, 2.1382381916046143, 2.990154981613159, 1.6812292337417603, 0.8401908874511719, -2.1738197803497314, 0.7359527349472046, 3.3264126777648926, 4.913921356201172, 4.365493297576904, 1.984933614730835, 1.703586459159851, 4.20068883895874, 5.958996772766113, 6.77507209777832, 6.466805934906006, 5.2109503746032715, 9.35131549835205, 11.466302871704102, 12.215377807617188, 14.20695686340332, 15.951335906982422, 17.210979461669922, 17.953575134277344, 19.795856475830078, 19.4844970703125, 20.599767684936523, 19.306053161621094, 15.816174507141113, 17.667987823486328, 20.852203369140625, 48.49407196044922]","[0.05914306640625, 0.06976318359375, 0.06341552734375, 0.81201171875, 0.82958984375, 0.78662109375, 0.7236328125, 0.65576171875, 0.66552734375, 0.58154296875, 0.67529296875, 0.611328125, 0.525390625, 0.68310546875, 0.53466796875, 0.474853515625, 0.478271484375, 0.52880859375, 0.59228515625, 0.54150390625, 0.7509765625, 0.68798828125, 0.59423828125, 0.65576171875, 0.72021484375, 0.6103515625, 0.61962890625, 0.5810546875, 0.546875, 0.3896484375, 0.293701171875, 0.2568359375]","[0.05914306640625, 0.06976318359375, 0.06341552734375, 0.81201171875, 0.82958984375, 0.78662109375, 0.7236328125, 0.65576171875, 0.66552734375, 0.58154296875, 0.67529296875, 0.611328125, 0.525390625, 0.68310546875, 0.53466796875, 0.474853515625, 0.478271484375, 0.52880859375, 0.59228515625, 0.54150390625, 0.7509765625, 0.68798828125, 0.59423828125, 0.65576171875, 0.72021484375, 0.6103515625, 0.61962890625, 0.5810546875, 0.546875, 0.3896484375, 0.293701171875, 0.2568359375]",89,129,False
gsm8k,1,answer_first,0.35,3,3,True,-5.65625,-5.65625,0.3523064851760864,0.3523064851760864,"[3.335420846939087, -2.21726393699646, -3.528841257095337, -1.0750110149383545, 0.1694331169128418, 0.9933668971061707, 2.1200456619262695, 1.7150803804397583, 2.9244723320007324, 2.284332513809204, 3.2961740493774414, 1.6900088787078857, 2.2025997638702393, 6.724002361297607, 6.383694171905518, 7.009523868560791, 8.584244728088379, 6.131720066070557, 12.034469604492188, 15.603909492492676, 18.7938232421875, 18.478551864624023, 18.732601165771484, 20.16454315185547, 17.590044021606445, 17.609071731567383, 18.808029174804688, 17.745264053344727, 14.340761184692383, 14.195655822753906, 15.053155899047852, 19.689167022705078, 51.134986877441406]","[3.335420846939087, -2.21726393699646, -3.528841257095337, -1.0750110149383545, 0.1694331169128418, 0.9933668971061707, 2.1200456619262695, 1.7150803804397583, 2.9244723320007324, 2.284332513809204, 3.2961740493774414, 1.6900088787078857, 2.2025997638702393, 6.724002361297607, 6.383694171905518, 7.009523868560791, 8.584244728088379, 6.131720066070557, 12.034469604492188, 15.603909492492676, 18.7938232421875, 18.478551864624023, 18.732601165771484, 20.16454315185547, 17.590044021606445, 17.609071731567383, 18.808029174804688, 17.745264053344727, 14.340761184692383, 14.195655822753906, 15.053155899047852, 19.689167022705078, 51.134986877441406]","[0.1220703125, 0.1497802734375, 0.17138671875, 0.83935546875, 0.86669921875, 0.83447265625, 0.75732421875, 0.7890625, 0.76611328125, 0.7119140625, 0.7451171875, 0.7080078125, 0.64697265625, 0.75146484375, 0.65869140625, 0.69091796875, 0.61376953125, 0.67919921875, 0.67236328125, 0.64697265625, 0.763671875, 0.7265625, 0.7021484375, 0.65576171875, 0.7265625, 0.61181640625, 0.666015625, 0.64013671875, 0.5576171875, 0.448974609375, 0.42041015625, 0.347900390625]","[0.1220703125, 0.1497802734375, 0.17138671875, 0.83935546875, 0.86669921875, 0.83447265625, 0.75732421875, 0.7890625, 0.76611328125, 0.7119140625, 0.7451171875, 0.7080078125, 0.64697265625, 0.75146484375, 0.65869140625, 0.69091796875, 0.61376953125, 0.67919921875, 0.67236328125, 0.64697265625, 0.763671875, 0.7265625, 0.7021484375, 0.65576171875, 0.7265625, 0.61181640625, 0.666015625, 0.64013671875, 0.5576171875, 0.448974609375, 0.42041015625, 0.347900390625]",51,129,True
gsm8k,1,answer_first_xml,0.8,3,3,True,-10.28125,-8.0,0.00739077664911747,0.00739077664911747,"[2.6263463497161865, 4.638663291931152, 5.121278762817383, 2.7584331035614014, 4.266854763031006, 4.838285446166992, -0.17248111963272095, 1.6400083303451538, 6.017858505249023, 3.0891528129577637, 1.719068169593811, -0.32052403688430786, 2.834667205810547, 6.159786224365234, 7.415698051452637, 6.49375581741333, 9.299312591552734, 6.419686317443848, 8.716669082641602, 10.511326789855957, 15.108718872070312, 15.289490699768066, 16.534278869628906, 14.869927406311035, 21.710041046142578, 22.5673828125, 24.428197860717773, 27.907512664794922, 20.410961151123047, 18.119300842285156, 19.98972511291504, 21.56558609008789, 50.08976745605469]","[2.4743459224700928, 0.8410359621047974, 0.9433364272117615, 2.6809263229370117, 2.2310431003570557, 0.1502695083618164, -4.156551361083984, -1.0470354557037354, 3.579413652420044, 2.653228759765625, -0.5906586647033691, 0.87607741355896, 3.78896427154541, 7.127064228057861, 8.6485595703125, 8.41987133026123, 7.342710971832275, 5.573319435119629, 7.781488418579102, 9.705536842346191, 9.663656234741211, 10.704855918884277, 10.997461318969727, 11.496939659118652, 11.52143383026123, 13.830060958862305, 16.018251419067383, 15.133541107177734, 12.220266342163086, 10.821624755859375, 13.579561233520508, 18.8967227935791, 51.31585693359375]","[0.07843017578125, 0.048583984375, 0.036468505859375, 0.79296875, 0.83154296875, 0.76904296875, 0.740234375, 0.68603515625, 0.65380859375, 0.58984375, 0.671875, 0.6416015625, 0.62451171875, 0.732421875, 0.501953125, 0.489013671875, 0.470947265625, 0.462158203125, 0.58935546875, 0.6025390625, 0.70654296875, 0.7119140625, 0.63623046875, 0.67041015625, 0.75048828125, 0.6103515625, 0.61767578125, 0.5859375, 0.5625, 0.460205078125, 0.2398681640625, 0.132568359375]","[0.07843017578125, 0.048583984375, 0.036468505859375, 0.79296875, 0.83154296875, 0.76904296875, 0.740234375, 0.68603515625, 0.65380859375, 0.58984375, 0.671875, 0.6416015625, 0.62451171875, 0.732421875, 0.501953125, 0.489013671875, 0.470947265625, 0.462158203125, 0.58935546875, 0.6025390625, 0.70654296875, 0.7119140625, 0.63623046875, 0.67041015625, 0.75048828125, 0.6103515625, 0.61767578125, 0.5859375, 0.5625, 0.460205078125, 0.2398681640625, 0.132568359375]",79,129,False
gsm8k,1,verbose_xml,1.0,3,5,False,-7.875,-5.0,0.18633702397346497,0.18633702397346497,"[2.6263463497161865, 4.682686805725098, 5.501194000244141, 2.628356695175171, 3.9258694648742676, 5.086817264556885, 4.702901840209961, 6.36887264251709, 5.281219005584717, 5.619190692901611, 6.717453479766846, 5.199681758880615, 5.847776412963867, 8.382430076599121, 9.548255920410156, 8.778867721557617, 11.259354591369629, 6.031200885772705, 11.266073226928711, 12.220280647277832, 16.588890075683594, 15.35759449005127, 14.696184158325195, 10.061805725097656, 14.714615821838379, 16.640514373779297, 19.898426055908203, 20.957462310791016, 17.246505737304688, 16.225923538208008, 17.934839248657227, 19.284326553344727, 47.716854095458984]","[2.4743459224700928, 1.1261944770812988, 1.904337763786316, 2.918264627456665, 2.3205389976501465, 1.9465540647506714, 0.06201094388961792, 1.6201753616333008, 3.296011447906494, 4.007781028747559, 3.121140241622925, 2.702493906021118, 1.6056816577911377, 4.682228088378906, 6.548063278198242, 6.404911041259766, 6.81323766708374, 5.8546648025512695, 11.218769073486328, 14.590152740478516, 16.085540771484375, 16.452648162841797, 18.286895751953125, 19.791372299194336, 18.46129608154297, 19.664409637451172, 18.828386306762695, 20.476388931274414, 19.626436233520508, 19.715286254882812, 20.560791015625, 21.837575912475586, 49.7541389465332]","[0.071044921875, 0.06097412109375, 0.052459716796875, 0.81591796875, 0.81201171875, 0.7900390625, 0.7216796875, 0.6708984375, 0.7138671875, 0.560546875, 0.69970703125, 0.51708984375, 0.5068359375, 0.65966796875, 0.486328125, 0.39892578125, 0.4599609375, 0.5458984375, 0.60791015625, 0.52880859375, 0.71728515625, 0.6787109375, 0.61669921875, 0.64453125, 0.72265625, 0.634765625, 0.67578125, 0.67333984375, 0.56884765625, 0.45263671875, 0.26953125, 0.2484130859375]","[0.071044921875, 0.06097412109375, 0.052459716796875, 0.81591796875, 0.81201171875, 0.7900390625, 0.7216796875, 0.6708984375, 0.7138671875, 0.560546875, 0.69970703125, 0.51708984375, 0.5068359375, 0.65966796875, 0.486328125, 0.39892578125, 0.4599609375, 0.5458984375, 0.60791015625, 0.52880859375, 0.71728515625, 0.6787109375, 0.61669921875, 0.64453125, 0.72265625, 0.634765625, 0.67578125, 0.67333984375, 0.56884765625, 0.45263671875, 0.26953125, 0.2484130859375]",80,129,False
gsm8k,2,baseline_plain,0.0,70000,80000,False,-6.6875,-6.6875,2.1822752952575684,2.1822752952575684,"[4.37241792678833, -1.6819514036178589, 1.2220791578292847, 2.4223523139953613, 5.026541709899902, 2.1122264862060547, 0.47138309478759766, 0.8487831354141235, 3.2763426303863525, 7.023548603057861, 8.899779319763184, 4.770051002502441, 9.118965148925781, 14.32481861114502, 9.63327693939209, 11.655004501342773, 15.090348243713379, 11.329490661621094, 15.196596145629883, 12.737504959106445, 11.27211856842041, 10.586496353149414, 13.478931427001953, 12.842536926269531, 12.39283561706543, 12.689163208007812, 12.532072067260742, 12.350641250610352, 12.063203811645508, 13.648845672607422, 15.002431869506836, 20.204208374023438, 49.23957443237305]","[4.37241792678833, -1.6819514036178589, 1.2220791578292847, 2.4223523139953613, 5.026541709899902, 2.1122264862060547, 0.47138309478759766, 0.8487831354141235, 3.2763426303863525, 7.023548603057861, 8.899779319763184, 4.770051002502441, 9.118965148925781, 14.32481861114502, 9.63327693939209, 11.655004501342773, 15.090348243713379, 11.329490661621094, 15.196596145629883, 12.737504959106445, 11.27211856842041, 10.586496353149414, 13.478931427001953, 12.842536926269531, 12.39283561706543, 12.689163208007812, 12.532072067260742, 12.350641250610352, 12.063203811645508, 13.648845672607422, 15.002431869506836, 20.204208374023438, 49.23957443237305]","[0.06378173828125, 0.05596923828125, 0.092529296875, 0.3701171875, 0.39599609375, 0.57958984375, 0.64794921875, 0.73876953125, 0.77001953125, 0.73681640625, 0.7666015625, 0.73095703125, 0.7412109375, 0.6640625, 0.71435546875, 0.5302734375, 0.6201171875, 0.53857421875, 0.494140625, 0.54345703125, 0.71337890625, 0.64990234375, 0.6728515625, 0.73046875, 0.6630859375, 0.68408203125, 0.650390625, 0.72998046875, 0.57666015625, 0.4951171875, 0.5400390625, 0.4150390625]","[0.06378173828125, 0.05596923828125, 0.092529296875, 0.3701171875, 0.39599609375, 0.57958984375, 0.64794921875, 0.73876953125, 0.77001953125, 0.73681640625, 0.7666015625, 0.73095703125, 0.7412109375, 0.6640625, 0.71435546875, 0.5302734375, 0.6201171875, 0.53857421875, 0.494140625, 0.54345703125, 0.71337890625, 0.64990234375, 0.6728515625, 0.73046875, 0.6630859375, 0.68408203125, 0.650390625, 0.72998046875, 0.57666015625, 0.4951171875, 0.5400390625, 0.4150390625]",82,128,False
gsm8k,2,hash_plain,0.15,70000,6,False,3.84375,3.84375,0.8359627723693848,0.8359627723693848,"[4.37241792678833, -1.6234670877456665, 1.411899209022522, 2.830261468887329, 5.344139099121094, 2.2703866958618164, 0.9324327707290649, 0.27469581365585327, 5.01070499420166, 8.314085006713867, 10.546916961669922, 5.822695255279541, 10.851320266723633, 14.350509643554688, 9.91653823852539, 12.665067672729492, 15.695036888122559, 12.030167579650879, 15.135807037353516, 14.438238143920898, 15.093827247619629, 16.650362014770508, 19.14818000793457, 19.832704544067383, 19.438751220703125, 19.117740631103516, 20.366106033325195, 20.18401527404785, 18.665477752685547, 20.278118133544922, 22.67129135131836, 29.25897789001465, 55.76962661743164]","[4.37241792678833, -1.6234670877456665, 1.411899209022522, 2.830261468887329, 5.344139099121094, 2.2703866958618164, 0.9324327707290649, 0.27469581365585327, 5.01070499420166, 8.314085006713867, 10.546916961669922, 5.822695255279541, 10.851320266723633, 14.350509643554688, 9.91653823852539, 12.665067672729492, 15.695036888122559, 12.030167579650879, 15.135807037353516, 14.438238143920898, 15.093827247619629, 16.650362014770508, 19.14818000793457, 19.832704544067383, 19.438751220703125, 19.117740631103516, 20.366106033325195, 20.18401527404785, 18.665477752685547, 20.278118133544922, 22.67129135131836, 29.25897789001465, 55.76962661743164]","[0.06805419921875, 0.07489013671875, 0.11285400390625, 0.372314453125, 0.394287109375, 0.58544921875, 0.6875, 0.7529296875, 0.78955078125, 0.7626953125, 0.81884765625, 0.75048828125, 0.75439453125, 0.78759765625, 0.638671875, 0.53759765625, 0.60791015625, 0.63330078125, 0.58740234375, 0.6318359375, 0.74560546875, 0.67919921875, 0.70654296875, 0.7353515625, 0.6767578125, 0.693359375, 0.67919921875, 0.791015625, 0.59765625, 0.56298828125, 0.51806640625, 0.35595703125]","[0.06805419921875, 0.07489013671875, 0.11285400390625, 0.372314453125, 0.394287109375, 0.58544921875, 0.6875, 0.7529296875, 0.78955078125, 0.7626953125, 0.81884765625, 0.75048828125, 0.75439453125, 0.78759765625, 0.638671875, 0.53759765625, 0.60791015625, 0.63330078125, 0.58740234375, 0.6318359375, 0.74560546875, 0.67919921875, 0.70654296875, 0.7353515625, 0.6767578125, 0.693359375, 0.67919921875, 0.791015625, 0.59765625, 0.56298828125, 0.51806640625, 0.35595703125]",83,128,True
